,urban_built_area_2000,urban_population_2000,landconsumption_perperson_2000,urban_built_area_2005,urban_population_2005,landconsumption_perperson_2005,changerate_landconsumptionperperson_2000-2005,urban_built_area_2010,urban_population_2010,landconsumption_perperson_2010,changerate_landconsumptionperperson_2005-2010,urban_built_area_2015,urban_population_2015,landconsumption_perperson_2015,changerate_landconsumptionperperson_2010-2015,urban_built_area_2020,urban_population_2020,landconsumption_perperson_2020,changerate_landconsumptionperperson_2015-2020
UKR,747792781.5333332,18218655.323674414,41.045443159660984,802733607.9725491,18142649.25557814,44.24566647705767,0.015015522254494762,854462922.4941181,18138464.31115798,47.107787508145904,0.012536178658918918,904010676.2901955,18136489.476943746,49.844854344024576,0.011295388212237167,943598139.858824,17956169.133630183,52.55008085725564,0.010570273540488007
URY,97768657.19215688,1630952.8404451609,59.94572912695096,103535566.66274506,1647288.400656217,62.85211904697467,0.009469002411810123,107435408.32156838,1670046.5539595797,64.33078650822368,0.004650732217574926,111515712.8509807,1690925.3368088116,65.94951913219187,0.004970255247798682,116839207.1843137,1698637.8935181843,68.78405787964539,0.008416482697220928
USA,16740461214.149008,135617422.67862326,123.43886857236174,18495942636.505867,152986102.51601395,120.89949565562524,-0.004157291234670168,20586975874.741173,169477916.83820438,121.47291080049655,0.00094633910369879,22463265744.39212,184128301.3134908,121.99789811858906,0.0008625069002132335,23564249925.60386,195976048.3881824,120.24045856322518,-0.0029020513756993437
UZB,646121050.3058829,8669930.636375725,74.52436212061549,743329167.8431376,9632021.896177666,77.17270328653608,0.006983945974678285,837159617.5568625,10582106.786011158,79.11086464025594,0.004960881686955432,912113584.1529429,11429102.973525578,79.80622681113003,0.001750262611541231,968447302.3176498,12390547.418551845,78.1601707820943,-0.004168267772434753
VAT,79300096.17254914,2245363.3443433633,35.317266745413875,85169994.94117627,2335844.7728994773,36.462181018756226,0.00638071993562459,105487578.07451005,2629664.1268366957,40.114468231121336,0.019092297210313712,111093077.94117647,2704780.7096247408,41.072859454321325,0.004722095291189543,113934861.06274547,2786678.9006780926,40.885536196876245,-0.0009142374354449423
VEN,522288334.89803946,13232421.675167322,39.47035151382713,570163516.3333333,14656541.717663042,38.901640463125894,-0.002902674891893131,640865785.2588241,16597524.674677854,38.612130291727546,-0.0014939875317599772,692379308.8784319,17787151.557273842,38.925811513383756,0.0016182164531555188,719862884.2156866,16502226.06440278,43.62216839148232,0.022781580970713033
VNM,430765710.5843146,14901941.612771373,28.906683556935732,582804229.6196091,18889629.194512416,30.853132352058996,0.013033089356640737,801650030.203923,23522437.919712596,34.08022726811464,0.01989581809887344,1049466230.8274465,28494027.610348426,36.831094753565225,0.015525016783449086,1118485914.0941145,31340935.695858598,35.68770010404992,-0.006307272000442943
YEM,57705465.160784215,2926617.936750546,19.71745762784984,61141905.81176468,3584487.8057552953,17.05736192311619,-0.028984504488325857,64595707.556862645,4210911.63559089,15.34007672136733,-0.021222619512992223,67652198.68235302,4898280.799235345,13.811416996125251,-0.0209946457271843,71981211.38039215,5938188.328669114,12.121746128002108,-0.026098905690467866
ZAF,1295685064.5176454,15185761.891278597,85.32236141946727,1398518038.2509754,18115067.758501425,77.20192145539444,-0.02000244487790237,1495141599.3294115,20558247.80098929,72.72709298004781,-0.011942072539483383,1592930126.4156795,22946463.58281132,69.41941709958775,-0.00930947393307111,1735654850.3176415,26816275.76949421,64.72393352592593,-0.014007113035759744
ZMB,196575873.25490192,2589306.5854323404,75.91834600076119,209974101.77647072,3184391.4509844435,65.93853331428771,-0.028187074663800438,224493470.72156867,3928934.4342462067,57.1385128661836,-0.028648924868781477,237247922.76078445,4694974.5641790815,50.532312692575225,-0.024573076672226968,247777882.45882368,5658418.810306642,43.78924409191904,-0.02864495368237687
ZWE,112941058.09019636,2399271.363829381,47.07306551182925,122141318.2627452,2582170.72957982,47.30179800412364,0.0009694655192795665,136203119.95686287,2774971.525246875,49.08270903599473,0.007391701420853991,147882134.6549024,2871612.26258183,51.49794649572344,0.009607023670679737,184677858.45098054,2913971.2905229945,63.37669113336902,0.04151084262005274
